WaterbodyCode,WaterbodyName,WaterbodyType,Region,LA,CombinedCatchment,Cycle2AfA,Cycle3AfA,Cycle3Lead,DraftEO3,Cycle3Risk,Status2010_2015,Status2013_2018,Status2016_2021,Driver,ESTechnique,AchieveEO2010_2015,AchieveEO2013_2018,AchieveEO2016_2021,StatusChange,ClassChange,StatusReversal,EOChange,ClassChange18_21,Issues,PressureCount,Pressures,Abstractions,Agriculture,Anthropogenic Pressures,Aquaculture,Atmospheric,Domestic Waste Water,Forestry,Historically Polluted Sites,Hydromorphology,Industry,Invasive Species,Mines Quarries,Other Anthropogenic Pressures,Peat.x,Urban Run-off,Urban Waste Water,Waste,Water Treatment,P_Rank_1_3_v3R1,N_Rank_1_3_v3R1,DM1,DM2,Catchment,Area_ha,P_Wastewater,P_Other_licenced_discharges,P_Diffuse_Urban,P_Septi_ Tanks,P_Pasture,P_Arable,P_Forestry,P_Peat,P_Deposition,P_Total_kgYr,P_Urban_2018,Alluvium,Imperfect,Made,Peat.y,Poor,VeryPoor,Water,Well,Total,EOAssessment,ResponseCategory
IE_SE_14B013100,BARROW_210,River,South East,Carlow CoCo,14,,,,Good,At risk,Poor,Poor,Poor,"Fish, Invertebrates",Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic, OtherSignificantImpacts",3,"Hydromorphology, Industry, Urban Run-off",,,,,,,,,TRUE,TRUE,,,,,TRUE,,,,10,52,4.093333333333334,3.1333333333333333,14,2671.3785,0.473992753,0,0.079939221,0.016510279,0.261667444,0.147277917,0.02038027,0,2.32117e-4,544.31212,0.553931974,2.543339894,,0.166336181,,1.321079054,0.064206227,,22.61377403,26.70873538,Consistently not achieving objective,Persistently Poor
IE_SE_14B013300,BARROW_220,River,South East,Carlow CoCo,14,,,,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,6,39,3.92,3.1999999999999997,14,1212.5288,0.066829062,0,0.07230027,0.036996716,0.585267537,0.119998791,0.118607624,0,0,149.635499,0.139129332,0.865026206,,0.080755803,,0.851384557,,,10.3258218,12.12298837,Consistently not achieving objective,Persistently Less than Good
IE_SE_14B013514,BARROW_230,River,South East,Kilkenny CoCo,14,,Mountain-Borris,LAWPRO,Good,At risk,Poor,Poor,Poor,Fish,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Chemical, Nutrients",2,"Anthropogenic Pressures, Hydromorphology",,,TRUE,,,,,,TRUE,,,,,,,,,,11,34,3.853333333333333,3.1166666666666667,14,3935.4325,0.329996865,0,0.060573292,0.035185273,0.39466543,0.057475681,0.122103458,0,0,881.826558,0.390570158,2.230627371,0.767354563,0.267007845,,5.68447202,0.052337544,,30.34477209,39.34657143,Consistently not achieving objective,Persistently Poor
IE_SE_14B013600,BARROW_240,River,South East,Kilkenny CoCo,14,,,,Good,Review,Unassigned,Moderate,Moderate,,Expert judgement,Cannot Assess,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,,,,,,,,,,,,,,,,,,,,,,2,20,3.6666666666666665,3.2666666666666666,14,1421.0989,0,0,0,0.021211752,0.284325818,0.018245613,0.676216817,0,0,268.091243,0,0.731577751,,,,2.431905033,,2.42e-5,11.04470087,14.20820785,Consistently not achieving objective,Data Gap
IE_SE_14B031000,BLACKWATER (LAOIS)_010,River,South East,Laois CoCo,14,,Upper Barrow (Headwaters to Mountmellick),LAWPRO,Good,At risk,Moderate,Moderate,Good,"Invertebrates, GPC",Monitoring,Not Achieved,Not Achieved,Achieved,Improved,1,No,Now Achieving,1,"Nutrients, Organic",1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,47,3,4.4399999999999995,1.5166666666666666,14,3873.15,0,0.003682465,0,0.014088565,0.610763209,0.085675666,0.239443896,0.041348489,0.00499771,1040.74296,0.003682465,0.766541385,,,15.99403172,18.8968031,0.01418027,0.103369603,2.952208737,38.72713481,Improvement - Significant,Improvement - Recent
IE_SE_14B040100,BOTHOGE_010,River,Midlands and East,Wicklow,14,,Greese,LAWPRO,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,24,23,3.7066666666666666,2.9,14,841.01,0,0,0,0.010538112,0.860861316,0.053799354,0.074801217,0,0,126.261608,0,0.145948325,,,0.319627288,2.20087765,,,5.741601737,8.408055,Consistently achieving objective,Persistently Good or Better
IE_SE_14B040300,BOTHOGE_020,River,Midlands and East,Wicklow,14,,Greese,LAWPRO,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,8,42,3.96,3.1666666666666665,14,891.6688,0.148917564,0,0,0.049813297,0.53945295,0.180818991,0.080997198,0,0,120.872243,0.148917564,0.433179367,,,0.053710369,0.443241077,,,7.984448481,8.914579294,Consistently achieving objective,Persistently Good or Better
IE_SE_14B050020,BURREN_010,River,South East,Carlow CoCo,14,Burren,Burren,LAWPRO,High,At risk,Good,Good,Good,Hymo,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Hydrological, Morphological",3,"Agriculture, Forestry, Hydromorphology",,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,6,11,3.5466666666666664,3.1999999999999997,14,520.8675,0,0,0,0.009093457,0.509013973,0.009541083,0.029744989,0.442606498,0,123.596448,0,0.047409542,,,,3.661929763,,,1.498113852,5.207453158,Consistently not achieving objective,Persistently Good or Better
IE_SE_14B050110,BURREN_020,River,South East,Carlow CoCo,14,Burren,Burren,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,"Fish, Invertebrates",Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Hydrological, Morphological, Nutrients, Organic",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,24,20,3.6666666666666665,2.9,14,3331.1225,0.038894664,0,0,0.023062376,0.479222099,0.274436522,0.177258072,0.00685997,2.66297e-4,617.051218,0.038894664,3.48050935,,,0.31304673,10.59948122,0.033445031,,18.87741203,33.30389437,Consistently not achieving objective,Persistently Less than Good
IE_SE_14B050200,BURREN_030,River,South East,Carlow CoCo,14,Burren,Burren,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,44,19,3.6533333333333333,2.5666666666666664,14,2257.985,0.065081292,0,0,0.012433798,0.527969315,0.386279286,0.008236309,0,0,522.42356,0.065081292,2.540643134,,,0.070387358,10.7353244,,,9.228415063,22.57476996,Consistently not achieving objective,Persistently Less than Good
IE_SE_14B050310,BURREN_040,River,South East,Carlow CoCo,14,Burren,Burren,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,22,32,3.8266666666666667,2.933333333333333,14,2287.27,0.060872739,0,0,0.040904712,0.48129657,0.40609662,0.010829359,0,0,394.26516,0.060872739,0.989140794,,,0.596336833,6.21592537,,,15.06629075,22.86769375,Consistently not achieving objective,Persistently Less than Good
IE_SE_14B050400,BURREN_050,River,South East,Carlow CoCo,14,,Burren,LAWPRO,Good,At risk,Good,Moderate,Good,Invertebrates,Monitoring,Achieved,Not Achieved,Achieved,Improved,1,Yes,Now Achieving,1,"Morphological, Nutrients, Organic",3,"Agriculture, Hydromorphology, Urban Waste Water",,TRUE,,,,,,,TRUE,,,,,,,TRUE,,,21,45,5,1.9499999999999997,14,3824.8895,0.123063492,0,0.104494529,0.028497712,0.241804477,0.50213979,0,0,0,690.700372,0.227558021,2.037039375,,0.169997548,0.073342948,7.390721807,0.485130806,,28.08431422,38.2405467,Decline - Reversed,Status Reversal
IE_SE_14B050500,BURREN_060,River,South East,Carlow CoCo,14,Burren,Burren,LAWPRO,Good,At risk,Poor,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, Nutrients, Organic",2,"Hydromorphology, Urban Run-off",,,,,,,,,TRUE,,,,,,TRUE,,,,1,38,3.9066666666666667,3.283333333333333,14,1442.0186,0.14357262,0,0.761391394,0.012154432,0.043782273,0.038719905,0,0,3.79376e-4,668.651168,0.904964014,0.870151844,,2.811425707,,0.086737049,0.015421014,,10.6334993,14.41723491,Consistently not achieving objective,Persistently Less than Good
IE_SE_14B060700,BLACK (BORRIS)_010,River,South East,Carlow CoCo,14,,Mountain-Borris,LAWPRO,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,22,26,3.7466666666666666,2.933333333333333,14,3254.8377,0,0,0,0.038267291,0.743781343,0.083042661,0.092224016,0.042684689,0,508.054302,0,2.182985598,,,0.681820813,12.56139762,,,17.11521629,32.54142032,Consistently achieving objective,Persistently Good or Better
IE_SE_14B061380,BLACK (BORRIS)_020,River,South East,Carlow CoCo,14,,Mountain-Borris,LAWPRO,Good,At risk,Good,Moderate,Moderate,Invertebrates,Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic",2,"Agriculture, Urban Waste Water",,TRUE,,,,,,,,,,,,,,TRUE,,,14,36,3.88,3.0666666666666664,14,1357.7414,0.217585238,0,0.002019589,0.028188295,0.640593612,0.111613267,0,0,0,188.431901,0.219604827,0.927039562,,,,2.506135638,0.049802968,,10.09167957,13.57465774,Decline - Maintained,Persistently Less than Good
IE_SE_14B080700,BALLYNABOLEY STREAM_010,River,South East,Carlow CoCo,14,,Ballynaboley,Carlow County Council,Good,At risk,Moderate,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, UnknownImpactType",2,"Agriculture, Anthropogenic Pressures",,TRUE,TRUE,,,,,,,,,,,,,,,,8,65,4.266666666666667,3.1666666666666665,14,2515.0112,0.145600844,0,0,0.029058249,0.415315028,0.405433273,0.003785952,0,8.06654e-4,281.591775,0.145600844,0.35513129,,0.035520252,0.22339755,1.907407706,0.073234746,,22.55039701,25.14508856,Consistently not achieving objective,Persistently Less than Good
IE_SE_14B100300,BURTOWN STREAM_010,River,Midlands and East,Kildare CoCo,14,,Greese,LAWPRO,Good,At risk,Unassigned,Moderate,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, OtherSignificantImpacts",1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,21,34,3.853333333333333,2.9499999999999997,14,1521.2796,0,0,0,0.010617658,0.394320687,0.595061656,0,0,0,202.152686,0,0.617084132,,,0.286141774,4.417059666,,,9.889259785,15.20954536,Consistently not achieving objective,Data Gap
IE_SE_14B210500,Ballyroughan Little_010,River,South East,Carlow CoCo,14,,Mountain-Borris,LAWPRO,Good,Not at risk,Good,Good,High,Invertebrates,Monitoring,Achieved,Achieved,Achieved,Improved,1,No,Still Achieving,1,,,,,,,,,,,,,,,,,,,,,,13,18,4.64,2.083333333333333,14,3279.9901,0,0,0,0.024152174,0.84534042,0.011541995,0.066041658,0.052923753,0,442.326475,0,1.212293545,,,0.635667249,14.66468,,,16.28010466,32.79274546,Consistently achieving objective,Improvement - Recent
IE_SE_14C020600,CROOKED (STRADBALLY)_010,River,South East,Laois CoCo,14,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,26,33,3.84,2.8666666666666663,14,2569.37,0,0,0,0.014639571,0.684790726,0.051132547,0.249437155,0,0,498.618972,0,2.53063266,,,,10.87035094,0.001186204,,12.28766141,25.68983122,Consistently achieving objective,Persistently Good or Better
IE_SE_14C040050,CUSHINA_010,River,Midlands and East,Offaly CoCo,14,,Cushina,Offaly County Council,Good,Review,Moderate,Poor,Good,,Modelling,Not Achieved,Not Achieved,Achieved,Improved,2,No,Now Achieving,2,,,,,,,,,,,,,,,,,,,,,,22,25,5.733333333333333,0.9333333333333331,14,1654.43,0,0,0,0.004564356,0.546295355,0.099549602,0.30241842,0.026018541,0.021153726,294.68624,0,0.827014112,,,4.02667138,2.169847553,0.009120342,0.124658776,9.385013295,16.54232546,Improvement - Significant,Data Gap
IE_SE_14C040080,CUSHINA_020,River,Midlands and East,Offaly CoCo,14,,Cushina,Offaly County Council,Good,At risk,Good,Poor,Poor,Invertebrates,Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Morphological, Nutrients, Organic",4,"Agriculture, Domestic Waste Water, Peat, Urban Waste Water",,TRUE,,,,TRUE,,,,,,,,TRUE,,TRUE,,,31,13,3.5733333333333333,2.783333333333333,14,1076.325,0.296601018,0,0,0.008319435,0.489767396,0.026194654,0.172902616,0.006214881,0,259.60801,0.296601018,1.669188276,,0.01882752,2.334829962,2.045364431,0.040666012,,4.652993907,10.76187011,Decline - Maintained,Persistently Less than Good
IE_SE_14C040100,CUSHINA_030,River,Midlands and East,Offaly CoCo,14,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,31,1,3.413333333333333,2.783333333333333,14,1221.6275,0,0,0,0.003435954,0.374495368,0.069835354,0.461262241,0.090971082,0,366.875408,0,,,,10.83737052,0.952418004,,,0.424730066,12.21451859,Consistently achieving objective,Persistently Good or Better
IE_SE_14C150500,COTTONERS BROOK_010,River,South East,Laois CoCo,14,,Barrow (Mountmellick to Portarlington),LAWPRO,Good,Review,Unassigned,Good,Moderate,,Modelling,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,42,6,2.48,3.5999999999999996,14,1191.2174,0,0,0,0.014986588,0.660698287,0.074755953,0.030524855,0.219034317,0,281.217979,0,0.080023262,,,6.53792692,2.503660482,0.098112298,,2.691044785,11.91076775,Uncategorised,Data Gap
IE_SE_14C170200,CLONCUMBER STREAM_010,River,Midlands and East,Kildare CoCo,14,,Cloncumber,Kildare County Council,Good,At risk,Poor,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological",1,Hydromorphology,,,,,,,,,TRUE,,,,,,,,,,7,16,3.6133333333333333,3.183333333333333,14,4378.7503,0.048173494,0.003216462,0.458886833,0.009360455,0.199074226,0.063398299,0.132393637,0.085496593,0,851.090436,0.510276789,1.681538013,,1.419834773,6.780440556,5.910220694,0.104960431,,27.88118348,43.77817794,Consistently not achieving objective,Persistently Less than Good
IE_SE_14C170250,CLONCUMBER STREAM_020,River,Midlands and East,Kildare CoCo,14,,Cloncumber,Kildare County Council,Good,At risk,Unassigned,Poor,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,Improved,1,No,Still not Achieving,1,"Hydrological, Morphological",1,Hydromorphology,,,,,,,,,TRUE,,,,,,,,,,20,13,4.573333333333333,1.9666666666666666,14,1987.3784,0,0.013085308,0.013514117,0.03790741,0.426447897,0.15416874,0.285596316,0.069280212,0,334.726559,0.026599425,1.15646258,,0.14608372,7.893341951,1.802395554,,,8.871449049,19.86973285,Consistently not achieving objective,Data Gap
IE_SE_14C510940,CLONYGOWAN_010,River,Midlands and East,Offaly CoCo,14,,Barrow (Mountmellick to Portarlington),LAWPRO,Good,Review,Unassigned,Unassigned,Moderate,,Modelling,Cannot Assess,Cannot Assess,Not Achieved,Cannot Assess,Cannot Assess,No,Cannot Assess,,,,,,,,,,,,,,,,,,,,,,,30,11,,,14,1021.99,0.024428521,0,0,0.015710465,0.57499168,0.095232654,0.161316669,0.128320011,0,204.678786,0.024428521,0.385566739,,0.056338136,4.74296251,2.19708909,,,2.836649006,10.21860548,Uncategorised,Data Gap
IE_SE_14D030040,DOUGLAS (LAOIS)_010,River,South East,Laois CoCo,14,,,,High,Not at risk,High,High,High,"Hymo, Invertebrates",Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,30,7,3.493333333333333,2.8,14,828.53,0,0,0,0.031933738,0.67536068,0.045843048,0.246862534,0,0,184.143646,0,0.303812906,,0.004887173,,6.891872733,0.356550067,,0.726876361,8.283999241,Consistently achieving objective,Persistently Good or Better
IE_SE_14D030100,DOUGLAS (LAOIS)_020,River,South East,Laois CoCo,14,,,,Good,Review,Good,Good,Good,Hymo,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,30,34,3.853333333333333,2.8,14,2942.375,0,0,0,0.032827086,0.831785611,0.066809685,0.068577618,0,0,494.054912,0,1.78396996,,,0.037668415,8.198488706,3.436522617,,15.9623032,29.4189529,Consistently achieving objective,Persistently Good or Better
IE_SE_14D030300,DOUGLAS (LAOIS)_030,River,South East,Laois CoCo,14,,,,Good,At risk,Good,Moderate,Moderate,GPC,Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic",2,"Agriculture, Urban Waste Water",,TRUE,,,,,,,,,,,,,,TRUE,,,32,29,3.7866666666666666,2.7666666666666666,14,2544.7075,0.217428643,0,0,0.010135399,0.620471402,0.146366743,0.005597813,0,0,533.508365,0.217428643,3.187086397,,0.057310223,0.01252869,7.550838133,0.365913428,,14.26881614,25.44249301,Decline - Maintained,Persistently Less than Good
IE_SE_14D040100,DUISKE_010,River,South East,Kilkenny CoCo,14,,,,Good,Not at risk,Good,Good,High,"Hymo, Invertebrates",Monitoring,Achieved,Achieved,Achieved,Improved,1,No,Still Achieving,1,,,,,,,,,,,,,,,,,,,,,,3,35,4.866666666666667,2.25,14,983.25,0,0,0,0.017268125,0.503314607,0.052114981,0.335597231,0.091705055,0,150.647104,0,0.176487438,,,0.201446375,0.939137092,,,8.513645936,9.83071684,Consistently achieving objective,Improvement - Recent
IE_SE_14D040200,DUISKE_020,River,South East,Kilkenny CoCo,14,River Duiske and Powerstown Stream,Powerstown - Duiske,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, MicrobiologicalPollution, Nutrients, Organic",3,"Agriculture, Hydromorphology, Urban Run-off",,TRUE,,,,,,,TRUE,,,,,,TRUE,,,,4,40,3.933333333333333,3.233333333333333,14,1460.2325,0,0,0.155930885,0.057945207,0.435134856,0.136014079,0.208012243,0.00696273,0,221.391478,0.155930885,0.308083088,0.354285362,0.239104578,,0.803621455,,,12.89448605,14.59958053,Consistently not achieving objective,Persistently Less than Good
IE_SE_14D050200,DUNRALLY STREAM_010,River,South East,Laois CoCo,14,,The Heath GWS,NFGWS,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,26,29,3.7866666666666666,2.8666666666666663,14,2623.6125,0,0,0.380252148,0.014830924,0.372977521,0.189437769,0.041420458,0,0.00108118,643.495855,0.380252148,1.037843556,,0.961184417,2.234149841,5.388461968,0.039519717,0.013912782,16.55733954,26.23241183,Consistently achieving objective,Persistently Good or Better
IE_SE_14D050400,DUNRALLY STREAM_020,River,South East,Laois CoCo,14,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,33,20,3.6666666666666665,2.75,14,3539.87,0.00498753,0.01092269,0.03078473,0.010068901,0.258280124,0.282458814,0.387016074,0.010208973999999999,0.005272163,1002.500285,0.04669495,3.661506033,,0.067240985,12.9877466,6.406722113,0.266878348,0.100268269,11.90292846,35.39329081,Consistently achieving objective,Persistently Good or Better
IE_SE_14D060100,DAINGEAN_010,River,Midlands and East,Offaly CoCo,14,,Daingean,LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients",1,Peat,,,,,,,,,,,,,,TRUE,,,,,25,5,3.466666666666667,2.8833333333333333,14,2668.6047,0,0,0.009384476,0.006769361,0.440082151,0.036464079,0.154162803,0.35313713,0,586.682397,0.009384476,0.078536641,,0.083945731,17.43568287,3.563759759,0.005371064,,5.515495014,26.68279108,Consistently not achieving objective,Persistently Poor
IE_SE_14D060200,DAINGEAN_020,River,Midlands and East,Offaly CoCo,14,,Daingean,LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Morphological, Nutrients, Organic",3,"Agriculture, Peat, Urban Waste Water",,TRUE,,,,,,,,,,,,TRUE,,TRUE,,,32,19,3.6533333333333333,2.7666666666666666,14,795.9025,0.710735693,0,0.093768798,0.004327549,0.176943296,0.003115436,0.009272952,0.001836276,0,612.041866,0.804504491,0.469444798,,0.250066588,1.022319996,1.969975306,0.125079085,,4.121159171,7.958044945,Consistently not achieving objective,Persistently Poor
IE_SE_14D060400,DAINGEAN_030,River,Midlands and East,Offaly CoCo,14,,Daingean,LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients",1,Peat,,,,,,,,,,,,,,TRUE,,,,,28,9,3.52,2.833333333333333,14,1233.9125,0,0,0.126389665,0.007850836,0.453713373,0.034719997,0.22731213,0.150014,0,304.249624,0.126389665,,,0.0881846,7.244846657,0.966441426,,,4.038015129,12.33748781,Consistently not achieving objective,Persistently Poor
IE_SE_14D070500,DRUMMOND STREAM_010,River,South East,Laois CoCo,14,,Upper Barrow (Headwaters to Mountmellick),LAWPRO,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,33,11,3.5466666666666664,2.75,14,1132.4833,0,0,0,0.01607747,0.830952759,0.081876679,0.070553957,0,5.39134e-4,201.517711,0,0.023756208,,,2.084642497,4.727498736,,,4.487742589,11.32364003,Consistently achieving objective,Data Gap
IE_SE_14E010100,ESKER STREAM_010,River,Midlands and East,Offaly CoCo,14,,Figile,LAWPRO,Good,Review,Unassigned,Good,Moderate,,Expert judgement,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,22,15,2.5999999999999996,3.933333333333333,14,3313.692,0,0,0.014073298,0.024887402,0.571281565,0.032980286,0.13668599,0.220091458,0,585.298045,0.014073298,0.27393959,,0.125931013,15.9563462,3.223782964,0.14436181,,13.4082017,33.13256327,Uncategorised,Data Gap
